Symbol, Sector, Sub-sector,Company,beta
GEOJITFSL, Financial Services , Capital Markets,Geojit Financial Services Limited,0.996879
GEPIL, Industrials , Engineering & Construction,GE Power India Limited,0.7714500000000001
GESHIP, Energy , Oil & Gas Midstream,The Great Eastern Shipping Company Limited,0.46333799999999997
GET&D, Industrials , Specialty Industrial Machinery,GE T&D India Limited,1.037441
GFLLIMITED, Basic Materials , Chemicals,GFL Limited,1.159516
GFSTEELS, Basic Materials , Steel,Grand Foundry Limited,-1.088983
GHCL, Basic Materials , Chemicals,GHCL Limited,0.6723859999999999
GICHSGFIN, Financial Services , Mortgage Finance,GIC Housing Finance Limited,1.219968
GICRE, Financial Services , Insurance-Reinsurance,General Insurance Corporation of India,1.2817319999999999
GILLANDERS, Industrials , Conglomerates,Gillanders Arbuthnot & Company Limited,0.863104
GINNIFILA, Consumer Cyclical , Textile Manufacturing,Ginni Filaments Limited,0.526131
GISOLUTION, Industrials , Engineering & Construction,GI Engineering Solutions Limited,0.103354
GKWLIMITED, Industrials , Specialty Business Services,GKW Limited,0.51209
GLAXO, Healthcare , Drug Manufacturers-General,GlaxoSmithKline Pharmaceuticals Limited,0.27652099999999996
GLENMARK, Healthcare , Drug Manufacturers-Specialty & Generic,Glenmark Pharmaceuticals Limited,0.76092
GLFL, Financial Services , Shell Companies,Gujarat Lease Financing Limited,-0.10062399999999999
GLOBALVECT, Energy , Oil & Gas Equipment & Services,Global Vectra Helicorp Limited,1.105304
GLOBOFFS, Industrials , Marine Shipping,Global Offshore Services Limited,0.347893
GLOBUSSPR, Consumer Defensive , Beverages-Wineries & Distilleries,Globus Spirits Limited,0.5351009999999999
GMBREW, Consumer Defensive , Beverages-Wineries & Distilleries,GM Breweries Limited,-0.152106
GMDCLTD, Energy , Thermal Coal,Gujarat Mineral Development Corporation Limited,1.278471
GMMPFAUDLR, Industrials , Specialty Industrial Machinery,GMM Pfaudler Limited,0.369734
GMRINFRA, Industrials , Airports & Air Services,GMR Infrastructure Limited,0.705538
GNA, Consumer Cyclical , Auto Parts,GNA Axles Limited,1.244435
GNFC, Basic Materials , Chemicals,Gujarat Narmada Valley Fertilizers and Chemicals Limited,0.9894689999999999
GOACARBON, Basic Materials , Specialty Chemicals,Goa Carbon Limited,1.347113
GODFRYPHLP, Consumer Defensive , Tobacco,Godfrey Phillips India Limited,0.574882
GODREJAGRO,Consumer Defensive,Farm Products,Godrej Agrovet Limited,0.5963729999999999
GODREJCP,Consumer Defensive,Household & Personal Products,Godrej Consumer Products Limited,0.27847099999999997
GODREJIND,Industrials,Conglomerates,Godrej Industries Limited,0.855694
GODREJPROP,Real Estate,Real Estate-Diversified,Godrej Properties Limited,1.02457
GOENKA,Consumer Cyclical,Luxury Goods,Goenka Diamond and Jewels Limited,0.5538219999999999
GOKEX,Consumer Cyclical,Apparel Manufacturing,Gokaldas Exports Limited,0.44110699999999997
GOKUL,Consumer Defensive,Packaged Foods,Gokul Refoils and Solvent Limited,0.33619299999999996
GOKULAGRO,Consumer Defensive,Packaged Foods,Gokul Agro Resources Limited,0.774384
GOLDENTOBC,Consumer Defensive,Tobacco,Golden Tobacco Limited,0.610374
GOLDIAM,Consumer Cyclical,Luxury Goods,Goldiam International Limited,0.451638
GOLDTECH,Technology,Information Technology Services,Goldstone Technologies Limited,0.116614
GOODLUCK,Industrials,Metal Fabrication,Goodluck India Limited,1.4036659999999999
GPIL,Basic Materials,Steel,Godawari Power And Ispat limited,1.9036659999999999
GPPL,Industrials,Marine Shipping,Gujarat Pipavav Port Limited,0.5206700000000001
GPTINFRA,Industrials,Engineering & Construction,GPT Infraprojects Limited,1.4138060000000001
GRANULES,Healthcare,Drug Manufacturers-Specialty & Generic,Granules India Limited,0.287441
GRAPHITE,Industrials,Specialty Industrial Machinery,Graphite India Limited,1.333073
GRASIM,Basic Materials,Building Materials,Grasim Industries Limited,0.815522
GRAVITA,Industrials,Metal Fabrication,Gravita India Limited,1.278081
GREAVESCOT,Industrials,Specialty Industrial Machinery,Greaves Cotton Limited,0.879875
GREENLAM,Consumer Cyclical,Furnishings Fixtures & Appliances,Greenlam Industries Limited,0.6719959999999999
GREENPLY,Basic Materials,Lumber & Wood Production,Greenply Industries Limited,0.902886
GREENPOWER,Utilities,Utilities-Independent Power Producers,Orient Green Power Company Limited,0.848283
GRINDWELL,Industrials,Building Products & Equipment,Grindwell Norton Limited,0.477379
GROBTEA,Consumer Defensive,Farm Products,The Grob Tea Company Limited,1.482939
GRPLTD,Consumer Cyclical,Auto Parts,GRP Limited,0.687207
GSCLCEMENT,Basic Materials,Building Materials,Gujarat Sidhee Cement Limited,0.537441
GSFC,Basic Materials,Agricultural Inputs,Gujarat State Fertilizers & Chemicals Limited,0.7418089999999999
GSPL,Utilities,Utilities-Regulated Gas,Gujarat State Petronet Limited,0.599453
GSS,Technology,Information Technology Services,GSS Infotech Limited,0.120124
GTL,Technology,Information Technology Services,GTL Limited,0.5756629999999999
GTLINFRA,Technology,Communication Equipment,GTL Infrastructure Limited,1.380265
GTNIND,Consumer Cyclical,Textile Manufacturing,GTN Industries Limited,0.174726
GTNTEX,Consumer Cyclical,Textile Manufacturing,GTN Textiles Limited,0.031591
GTPL,Communication Services,Entertainment,GTPL Hathway Limited,0.357039
GUFICBIO,Healthcare,Drug Manufacturers-Specialty & Generic,Gufic Biosciences Limited,0.333853
GUJALKALI,Basic Materials,Chemicals,Gujarat Alkalies and Chemicals Limited,1.199297
GUJAPOLLO,Industrials,Specialty Industrial Machinery,Gujarat Apollo Industries Limited,0.217628
GUJGASLTD,Utilities,Utilities-Regulated Gas,Gujarat Gas Limited,0.584077
GUJRAFFIA,,,Gujarat Raffia Industries Limited,1.1411850000000001
GULFOILLUB,Basic Materials,Specialty Chemicals,Gulf Oil Lubricants India Limited,0.596723
GULFPETRO,Energy,Oil & Gas Refining & Marketing,GP Petroleums Limited,1.276521
GULPOLY,Basic Materials,Chemicals,Gulshan Polyols Limited,0.7796409999999999
GVKPIL,Industrials,Airports & Air Services,GVK Power & Infrastructure Limited,1.473478
HAL,Industrials,Aerospace & Defense,Hindustan Aeronautics Limited,0.573538
HARITASEAT,Consumer Cyclical,Auto Parts,Harita Seating Systems Limited,0.42550699999999997
HARRMALAYA,Consumer Defensive,Farm Products,Harrisons  Malayalam Limited,0.5573319999999999
HATHWAY,Communication Services,Entertainment,Hathway Cable & Datacom Limited,0.729329
HATSUN,Consumer Defensive,Packaged Foods,Hatsun Agro Product Limited,0.551482
HAVELLS,Industrials,Electrical Equipment & Parts,Havells India Limited,0.6938369999999999
HAVISHA,Consumer Cyclical,Lodging,Sri Havisha Hospitality and Infrastructure Limited,0.08931299999999999
HBLPOWER,Industrials,Electrical Equipment & Parts,HBL Power Systems Limited,0.936817
HBSL,Financial Services,Capital Markets,HB Stockholdings Limited,0.5343209999999999
HCC,Industrials,Engineering & Construction,Hindustan Construction Company Limited,1.535101
HCG,Healthcare,Medical Care Facilities,Healthcare Global Enterprises Limited,0.739744
HCL-INSYS,Technology,Electronics & Computer Distribution,HCL Infosystems Limited,1.26326
HCLTECH,Technology,Information Technology Services,HCL Technologies Limited,0.445787
HDFC,Financial Services,Mortgage Finance,Housing Development Finance Corporation Limited,0.729329
HDFCBANK,Financial Services,Banks-Regional,HDFC Bank Limited,0.7359589999999999
HDFCLIFE,Financial Services,Insurance-Life,HDFC Life Insurance Company Limited,0.7996749999999999
HDIL,Real Estate,Real Estate-Diversified,Housing Development and Infrastructure Limited,1.071762
HEG,Industrials,Electrical Equipment & Parts,HEG Limited,1.7148979999999998
HEIDELBERG,Basic Materials,Building Materials,HeidelbergCement India Limited,0.7191879999999999
HERCULES,Industrials,Specialty Industrial Machinery,Hercules Hoists Limited,0.9855689999999999
HERITGFOOD,Consumer Defensive,Food Distribution,Heritage Foods Limited,0.9208259999999999
HEROMOTOCO,Consumer Cyclical,Auto Manufacturers,Hero MotoCorp Limited,0.700858
HESTERBIO,Healthcare,Drug Manufacturers-Specialty & Generic,Hester Biosciences Limited,1.035101
HEXATRADEX,Industrials,Specialty Business Services,Hexa Tradex Limited,1.707098
HEXAWARE,Technology,Information Technology Services,Hexaware Technologies Limited,0.885335
HFCL,Technology,Communication Equipment,HFCL Limited,0.630655
HGINFRA,Industrials,Engineering & Construction,H.G. Infra Engineering Limited,0.960822
HGS,Industrials,Specialty Business Services,Hinduja Global Solutions Limited,0.711778
HIGHGROUND,Industrials,Engineering & Construction,High Ground Enterprise Limited,-0.911076
HIKAL,Healthcare,Drug Manufacturers-Specialty & Generic,Hikal Limited,0.932527
HIL,Industrials,Building Products & Equipment,HIL Limited,0.9173159999999999
HILTON,Industrials,Metal Fabrication,Hilton Metal Forging Limited,1.00975
HIMATSEIDE,Consumer Cyclical,Textile Manufacturing,Himatsingka Seide Limited,0.377535
HINDALCO,Basic Materials,Aluminum,Hindalco Industries Limited,1.601794
HINDCOMPOS,Consumer Cyclical,Auto Parts,Hindustan Composites Limited,0.5752729999999999
HINDCOPPER,Basic Materials,Copper,Hindustan Copper Limited,1.104524
HINDMOTORS,Consumer Cyclical,Auto Manufacturers,Hindustan Motors Limited,1.091263
HINDNATGLS,Consumer Cyclical,Packaging & Containers,Hindusthan National Glass & Industries Limited,0.9212159999999999
HINDOILEXP,Energy,Oil & Gas E&P,Hindustan Oil Exploration Company Limited,1.110764
HINDPETRO,Energy,Oil & Gas Refining & Marketing,Hindustan Petroleum Corporation Limited,0.5245700000000001
HINDUNILVR,Consumer Defensive,Household & Personal Products,Hindustan Unilever Limited,0.044850999999999995
HINDZINC,Basic Materials,Other Industrial Metals & Mining,Hindustan Zinc Limited,0.727379
HIRECT,Industrials,Electrical Equipment & Parts,Hind Rectifiers Limited,0.50546
HISARMETAL,Basic Materials,Steel,Hisar Metal Industries Limited,0.976989
HITECH,Basic Materials,Steel,Hi-Tech Pipes Limited,1.1910669999999999
HITECHCORP,Consumer Cyclical,Packaging & Containers,Hitech Corporation Limited,0.815132
HITECHGEAR,Consumer Cyclical,Auto Parts,The Hi-Tech Gears Limited,1.01287
HMT,Industrials,Farm & Heavy Construction Machinery,HMT Limited,0.838143
HMVL,Communication Services,Publishing,Hindustan Media Ventures Limited,0.731279
HNDFDS,Consumer Defensive,Packaged Foods,Hindustan Foods Limited,0.582683
HONAUT,Industrials,Specialty Industrial Machinery,Honeywell Automation India Limited,0.25195
HONDAPOWER,Industrials,Specialty Industrial Machinery,Honda Siel Power Products Limited,0.657956
HOVS,Technology,Information Technology Services,HOV Services Limited,1.104914
HPL,Industrials,Electrical Equipment & Parts,HPL Electric & Power Limited,1.238818
HSCL,Basic Materials,Chemicals,Himadri Speciality Chemical Limited,1.636505
HSIL,Industrials,Building Products & Equipment,HSIL Limited,1.25702
HTMEDIA,Communication Services,Publishing,HT Media Limited,0.843993
HUBTOWN,Real Estate,Real Estate-Development,Hubtown Limited,0.33619299999999996
HUDCO,Financial Services,Credit Services,Housing & Urban Development Corporation Limited,1.062107
IBREALEST,Real Estate,Real Estate-Development,Indiabulls Real Estate Limited,1.119344
IBULHSGFIN,Financial Services,Mortgage Finance,Indiabulls Housing Finance Limited,0.9656779999999999
IBULISL,Real Estate,Real Estate-Diversified,Indiabulls Integrated Services Limited,0.7187979999999999
IBVENTURES,Financial Services,Capital Markets,Indiabulls Ventures Limited,1.055772
ICICIBANK,Financial Services,Banks-Regional,ICICI Bank Limited,1.061232
ICICIGI,Financial Services,Insurance-Diversified,ICICI Lombard General Insurance Company Limited,0.575426
ICICIPRULI,Financial Services,Insurance-Life,ICICI Prudential Life Insurance Company Limited,0.672406
ICIL,Consumer Cyclical,Textile Manufacturing,Indo Count Industries Limited,0.27496000000000004
ICRA,Financial Services,Financial Data & Stock Exchanges,ICRA Limited,0.488299
IDBI,Financial Services,Banks-Regional,IDBI Bank Limited,0.7858809999999999
IDEA,Communication Services,Telecom Services,Vodafone Idea Limited,0.76053
IDFC,Financial Services,Credit Services,IDFC Limited,0.75
IDFCFIRSTB,Financial Services,Banks-Regional,IDFC First Bank Limited,1.09684
IEX,Financial Services,Capital Markets,Indian Energy Exchange Limited,0.553391
IFBAGRO,Consumer Defensive,Beverages-Wineries & Distilleries,IFB Agro Industries Limited,0.657176
IFBIND,Technology,Consumer Electronics,IFB Industries Limited,1.547971
IFCI,Financial Services,Credit Services,IFCI Limited,1.379944
IFGLEXPOR,Basic Materials,Building Materials,IFGL Refractories Limited,0.8308439999999999
IGARASHI,Consumer Cyclical,Auto Parts,Igarashi Motors India Limited,1.674726
IGL,Utilities,Utilities-Regulated Gas,Indraprastha Gas Limited,0.419656
IGPL,Basic Materials,Specialty Chemicals,IG Petrochemicals Limited,1.072152
IIFL,Financial Services,Capital Markets,IIFL Finance Limited,1.191107
IITL,Financial Services,Insurance-Life,Industrial Investment Trust Limited,0.476599
IL&FSENGG,Industrials,Engineering & Construction,IL&FS Engineering and Construction Company Limited,0.846723
IL&FSTRANS,Industrials,Infrastructure Operations,IL&FS Transportation Networks Limited,1.060842
IMAGICAA,Communication Services,Entertainment,Imagicaaworld Entertainment Limited,1.3584239999999999
IMFA,Basic Materials,Steel,Indian Metals & Ferro Alloys Limited,1.058112
IMPAL,Consumer Cyclical,Auto Parts,India Motor Parts and Accessories Limited,0.409516
IMPEXFERRO,Basic Materials,Other Industrial Metals & Mining,Impex Ferro Tech Limited,0.109204
INDBANK,Financial Services,Capital Markets,Indbank Merchant Banking Services Limited,1.118174
INDHOTEL,Consumer Cyclical,Lodging,The Indian Hotels Company Limited,0.888065
INDIACEM,Basic Materials,Building Materials,The India Cements Limited,0.5776129999999999
INDIAGLYCO,Basic Materials,Chemicals,India Glycols Limited,1.176677
INDIANB,Financial Services,Banks-Regional,Indian Bank,1.089313
INDIANCARD,Consumer Cyclical,Textile Manufacturing,Indian Card Clothing Company Limited,0.228159
INDIANHUME,Industrials,Engineering & Construction,Indian Hume Pipe Company Limited,0.7823709999999999
INDIGO,Industrials,Airlines,InterGlobe Aviation Limited,0.380385
INDLMETER,Industrials,Specialty Industrial Machinery,IMP Powers Limited,0.7745700000000001
INDNIPPON,Consumer Cyclical,Auto Parts,India Nippon Electricals Limited,1.090873
INDOCO,Healthcare,Drug Manufacturers-Specialty & Generic,Indoco Remedies Limited,0.383385
INDORAMA,Consumer Cyclical,Textile Manufacturing,Indo Rama Synthetics (India) Limited,1.312012
INDOSOLAR,Technology,Solar,Indosolar Limited,1.606474
INDOTECH,Industrials,Electrical Equipment & Parts,Indo Tech Transformers Limited,0.445787
INDOTHAI,Financial Services,Capital Markets,Indo Thai Securities Limited,0.911466
INDOWIND,Utilities,Utilities-Independent Power Producers,Indowind Energy Limited,0.9485169999999999
INDRAMEDCO,Healthcare,Medical Care Facilities,Indraprastha Medical Corporation Limited,0.50468
INDSWFTLAB,Healthcare,Drug Manufacturers-Specialty & Generic,Ind-Swift Laboratories Limited,0.106864
INDSWFTLTD,Healthcare,Drug Manufacturers-Specialty & Generic,Ind-Swift Limited,0.540561
INDTERRAIN,Consumer Cyclical,Apparel Manufacturing,Indian Terrain Fashions Limited,1.00195
INDUSINDBK,Financial Services,Banks-Regional,IndusInd Bank Limited,1.303822
INEOSSTYRO,Basic Materials,Chemicals,INEOS Styrolution India Limited,0.48361899999999997
INFIBEAM,Technology,Software-Infrastructure,Infibeam Avenues Limited,1.447321
INFOBEAN,Technology,Software-Application,InfoBeans Technologies Limited,1.310946
INFOMEDIA,Financial Services,Shell Companies,Infomedia Press Limited,0.154446
INFRATEL,Communication Services,Telecom Services,Bharti Infratel Limited,0.453588
INFY,Technology,Information Technology Services,Infosys Limited,0.284321
INGERRAND,Industrials,Specialty Industrial Machinery,Ingersoll Rand (India) Limited,0.39547499999999997
INOXLEISUR,Communication Services,Entertainment,INOX Leisure Limited,0.12831499999999998
INOXWIND,Industrials,Specialty Industrial Machinery,Inox Wind Limited,1.26326
INSECTICID,Basic Materials,Agricultural Inputs,Insecticides (India) Limited,1.02301
INSPIRISYS,Technology,Information Technology Services,Inspirisys Solutions Limited,0.8038219999999999
INTEGRA,Consumer Cyclical,Apparel Manufacturing,Integra Garments and Textiles Limited,-0.303822
INTELLECT,Technology,Information Technology Services,Intellect Design Arena Limited,0.863884
INTENTECH,Technology,Software-Application,Intense Technologies Limited,0.632605
INVENTURE,Financial Services,Capital Markets,Inventure Growth & Securities Limited,-0.188767
IOB,Financial Services,Banks-Regional,Indian Overseas Bank,0.8974249999999999
IOC,Energy,Oil & Gas Refining & Marketing,Indian Oil Corporation Limited,0.709828
IOLCP,Healthcare,Drug Manufacturers-Specialty & Generic,IOL Chemicals and Pharmaceuticals Limited,0.7858809999999999
IPCALAB,Healthcare,Drug Manufacturers-Specialty & Generic,IPCA Laboratories Limited,0.12753499999999998
IRB,Industrials,Infrastructure Operations,IRB Infrastructure Developers Limited,0.7351789999999999
ISFT,Consumer Cyclical,Internet Retail,Intrasoft Technologies Limited,1.644695
ISMTLTD,Basic Materials,Steel,ISMT Limited,0.857644
ITC,Consumer Defensive,Tobacco,ITC Limited,0.50078
ITDC,Consumer Cyclical,Lodging,India Tourism Development Corporation Limited,1.3911850000000001
ITDCEM,Industrials,Engineering & Construction,ITD Cementation India Limited,1.00078
ITI,Technology,Communication Equipment,ITI Limited,0.865054
IVC,Financial Services,Financial Conglomerates,IL&FS Investment Managers Limited,0.5577219999999999
IVP,Basic Materials,Specialty Chemicals,IVP Limited,0.5780029999999999
IZMO,Technology,Software-Application,IZMO Limited,0.6977369999999999
J&KBANK,Financial Services,Banks-Regional,The Jammu & Kashmir Bank Limited,0.723868
JAGRAN,Communication Services,Publishing,Jagran Prakashan Limited,0.26677
JAGSNPHARM,Healthcare,Drug Manufacturers-Specialty & Generic,Jagsonpal Pharmaceuticals Limited,0.675507
JAIBALAJI,Basic Materials,Steel,Jai Balaji Industries Limited,1.5039
JAICORPLTD,Basic Materials,Specialty Chemicals,Jai Corp Limited,1.052262
JAIHINDPRO,Industrials,Engineering & Construction,Jaihind Projects Limited,-0.311232
JAINSTUDIO,Communication Services,Broadcasting,Jain Studios Limited,-0.211778
JAMNAAUTO,Consumer Cyclical,Auto Parts,Jamna Auto Industries Limited,0.8252729999999999
JASH,Industrials,Specialty Industrial Machinery,Jash Engineering Limited,1.125587
JAYAGROGN,Basic Materials,Specialty Chemicals,Jayant Agro Organics Limited,0.732449
JAYBARMARU,Consumer Cyclical,Auto Parts,Jay Bharat Maruti Limited,1.209048
JAYNECOIND,Basic Materials,Steel,Jayaswal Neco Industries Limited,1.211388
JAYSREETEA,Consumer Defensive,Farm Products,Jayshree Tea & Industries Limited,0.700858
JBCHEPHARM,Healthcare,Drug Manufacturers-Specialty & Generic,JB Chemicals & Pharmaceuticals Limited,-0.027691
JBFIND,Consumer Cyclical,Textile Manufacturing,JBF Industries Limited,0.650936
JBMA,Consumer Cyclical,Auto Parts,JBM Auto Limited,1.388065
JCHAC,Technology,Consumer Electronics,Johnson Controls - Hitachi Air Conditioning India Limited,0.732449
JETAIRWAYS,Industrials,Airlines,Jet Airways (India) Limited,1.107254
JHS,Consumer Defensive,Household & Personal Products,JHS Svendgaard Laboratories Limited,0.790561
JIKIND,Consumer Cyclical,Furnishings Fixtures & Appliances,JIK Industries Limited,-0.153276
JINDALPHOT,Financial Services,Asset Management,Jindal Photo Limited,1.434087
JINDALPOLY,Basic Materials,Specialty Chemicals,Jindal Poly Films Limited,0.37129399999999996
JINDALSAW,Basic Materials,Steel,Jindal Saw Limited,1.02418
JINDALSTEL,Basic Materials,Steel,Jindal Steel & Power Limited,1.9520279999999999
JINDRILL,Energy,Oil & Gas Equipment & Services,Jindal Drilling And Industries Limited,1.1357249999999999
JINDWORLD,Consumer Cyclical,Textile Manufacturing,Jindal Worldwide Limited,0.44110699999999997
JISLDVREQS,Industrials,Farm & Heavy Construction Machinery,Jain Irrigation Systems Limited,1.26833
JISLJALEQS,Industrials,Farm & Heavy Construction Machinery,Jain Irrigation Systems Limited,1.26833
JITFINFRA,Industrials,Integrated Freight & Logistics,JITF Infralogistics Limited,1.2530540000000001
JIYAECO,Basic Materials,Specialty Chemicals,Jiya Eco-Products Limited,1.080172
JKCEMENT,Basic Materials,Building Materials,JK Cement Limited,1.216458
JKIL,Industrials,Engineering & Construction,J.Kumar Infraprojects Limited,0.6017939999999999
JKLAKSHMI,Basic Materials,Building Materials,JK Lakshmi Cement Limited,0.858814
JKPAPER,Basic Materials,Paper & Paper Products,JK Paper Limited,0.550702
JKTYRE,Consumer Cyclical,Auto Parts,JK Tyre & Industries Limited,1.115834
JMA,Consumer Cyclical,Auto Parts,Jullundur Motor Agency (Delhi) Limited,0.26989
JMCPROJECT,Industrials,Engineering & Construction,JMC Projects (India)  Limited,1.056162
JMFINANCIL,Financial Services,Capital Markets,JM Financial Limited,0.857254
JMTAUTOLTD,Consumer Cyclical,Auto Parts,JMT Auto Limited,0.18720699999999998
JOCIL,Basic Materials,Specialty Chemicals,Jocil Limited,1.159516
JPASSOCIAT,Industrials,Conglomerates,Jaiprakash Associates Limited,1.7558500000000001
JPINFRATEC,Industrials,Infrastructure Operations,Jaypee Infratech Limited,1.330343
JPPOWER,Utilities,Utilities-Independent Power Producers,Jaiprakash Power Ventures Limited,1.351014
JSL,Basic Materials,Steel,Jindal Stainless Limited,1.3194219999999999
JSLHISAR,Basic Materials,Steel,Jindal Stainless (Hisar) Limited,1.209917
JSWENERGY,Utilities,Utilities-Independent Power Producers,JSW Energy Limited,0.701638
JSWHL,Industrials,Conglomerates,JSW Holdings Limited,0.6696559999999999
JSWSTEEL,Basic Materials,Steel,JSW Steel Limited,0.953978
JTEKTINDIA,Consumer Cyclical,Auto Parts,Jtekt India Limited,1.301092
JUBILANT,Healthcare,Drug Manufacturers-Specialty & Generic,Jubilant Life Sciences Limited,1.4520279999999999
JUBLFOOD,Consumer Cyclical,Restaurants,Jubilant Foodworks Limited,0.9637279999999999
JUBLINDS,Basic Materials,Specialty Chemicals,Jubilant Industries Limited,0.066692
JUMPNET,Technology,Electronics & Computer Distribution,Jump Networks Limited,0.299531
JUSTDIAL,Communication Services,Internet Content & Information,Just Dial Limited,1.051482
JVLAGRO,Consumer Defensive,Packaged Foods,JVL Agro Industries Limited,1.239469
JYOTHYLAB,Consumer Defensive,Household & Personal Products,Jyothy Labs Limited,0.344383
JYOTISTRUC,Industrials,Specialty Industrial Machinery,Jyoti Structures Limited,0.686427
KABRAEXTRU,Industrials,Specialty Industrial Machinery,Kabra Extrusion Technik Limited,0.732839
KAJARIACER,Industrials,Building Products & Equipment,Kajaria Ceramics Limited,0.6029639999999999
KAKATCEM,Basic Materials,Building Materials,Kakatiya Cement Sugar & Industries Limited,1.357254
KALPATPOWR,Industrials,Engineering & Construction,Kalpataru Power Transmission Limited,1.02106
KALYANIFRG,Consumer Cyclical,Auto Parts,Kalyani Forge Limited,0.722308
KAMATHOTEL,Consumer Cyclical,Lodging,Kamat Hotels (I) Limited,1.296021
KAMDHENU,Basic Materials,Steel,Kamdhenu Limited,1.063572
KANANIIND,Consumer Cyclical,Luxury Goods,Kanani Industries Limited,-0.37129399999999996
KANORICHEM,Basic Materials,Chemicals,Kanoria Chemicals & Industries Limited,1.048361
KANSAINER,Basic Materials,Specialty Chemicals,Kansai Nerolac Paints Limited,0.50936
KARDA,Real Estate,Real Estate-Development,Karda Constructions Limited,-0.23335299999999998
KARMAENG,Utilities,Utilities-Renewable,Karma Energy Limited,0.010530000000000001
KARURVYSYA,Financial Services,Banks-Regional,Karur Vysya Bank Limited,0.9871289999999999
KAUSHALYA,Industrials,Engineering & Construction,Kaushalya Infrastructure Development Corporation Limited,0.432137
KAYA,Consumer Defensive,Household & Personal Products,Kaya Limited,1.457002
KCP,Basic Materials,Building Materials,KCP Limited,1.01287
KCPSUGIND,Consumer Defensive,Confectioners,KCP Sugar and Industries Corporation Limited,0.725039
KDDL,Consumer Cyclical,Luxury Goods,KDDL Limited,0.817862
KEC,Industrials,Engineering & Construction,KEC International Limited,0.651326
KECL,Industrials,Specialty Industrial Machinery,Kirloskar Electric Company Limited,1.160686
KEI,Industrials,Electrical Equipment & Parts,KEI Industries Limited,0.5163800000000001
KELLTONTEC,Technology,Software-Application,Kellton Tech Solutions Limited,1.964118
KENNAMET,Industrials,Specialty Industrial Machinery,Kennametal India Limited,0.568642
KERNEX,Technology,Software-Application,Kernex Microsystems (India) Limited,0.680577
KESORAMIND,Basic Materials,Building Materials,Kesoram Industries Limited,1.399765
KEYFINSERV,Financial Services,Capital Markets,Keynote Financial Services Limited,-0.639235
KGL,Consumer Defensive,Farm Products,Karuturi Global Limited,0.7808109999999999
KHADIM,Consumer Cyclical,Footwear & Accessories,Khadim India Limited,1.082467
KHANDSE,Financial Services,Capital Markets,Khandwala Securities Limited,0.285881
KICL,Financial Services,Asset Management,Kalyani Investment Company Limited,0.795631
KILITCH,Healthcare,Drug Manufacturers-General,Kilitch Drugs (India) Limited,0.75741
KINGFA,Basic Materials,Specialty Chemicals,Kingfa Science & Technology (India) Limited,0.7698900000000001
KIOCL,Basic Materials,Steel,KIOCL Limited,1.560295
KIRIINDUS,Basic Materials,Specialty Chemicals,Kiri Industries Limited,1.840873
KIRLFER,Industrials,Metal Fabrication,Kirloskar Ferrous Industries Ltd,1.094383
KIRLOSBROS,Industrials,Specialty Industrial Machinery,Kirloskar Brothers Limited,1.01248
KIRLOSENG,Industrials,Specialty Industrial Machinery,Kirloskar Oil Engines Limited,0.41848599999999997
KIRLOSIND,Industrials,Metal Fabrication,Kirloskar Industries Limited,0.6716059999999999
KITEX,Consumer Cyclical,Apparel Manufacturing,Kitex Garments Limited,0.796021
KKCL,Consumer Cyclical,Apparel Manufacturing,Kewal Kiran Clothing Limited,0.547581
KMSUGAR,Consumer Defensive,Confectioners,K.M.Sugar Mills Limited,1.552652
KNRCON,Industrials,Engineering & Construction,KNR Constructions Limited,0.705538
KOHINOOR,Consumer Defensive,Packaged Foods,Kohinoor Foods Limited,0.582683
KOKUYOCMLN,Industrials,Business Equipment & Supplies,Kokuyo Camlin Limited,1.154056
KOLTEPATIL,Real Estate,Real Estate-Development,Kolte - Patil Developers Limited,1.441107
KOPRAN,Healthcare,Drug Manufacturers-General,Kopran Limited,0.724648
KOTAKBANK,Financial Services,Banks-Regional,Kotak Mahindra Bank Limited,0.565522
KOTARISUG,Consumer Defensive,Confectioners,Kothari Sugars And Chemicals Limited,0.50117
KOTHARIPET,Basic Materials,Specialty Chemicals,Kothari Petrochemicals Limited,0.928237
KOTHARIPRO,Industrials,Conglomerates,Kothari Products Limited,0.75858
KPRMILL,Consumer Cyclical,Apparel Manufacturing,K.P.R. Mill Limited,0.955538
KRBL,Consumer Defensive,Packaged Foods,KRBL Limited,1.5105300000000002
KREBSBIO,Healthcare,Drug Manufacturers-Specialty & Generic,Krebs Biochemicals and Industries Limited,0.25858000000000003
KRIDHANINF,Basic Materials,Steel,Kridhan Infra Limited,1.150156
KRISHANA,Basic Materials,Agricultural Inputs,Krishana Phoschem Limited,0.369375
KSB,Industrials,Specialty Industrial Machinery,Ksb Limited,0.684477
KSCL,Consumer Defensive,Farm Products,Kaveri Seed Company Limited,0.7776909999999999
KSERASERA,Communication Services,Entertainment,KSS Limited,0.36037399999999997
KSK,Utilities,Utilities-Regulated Electric,KSK Energy Ventures Limited,1.457878
KSL,Basic Materials,Steel,Kalyani Steels Limited,1.037831
KTKBANK,Financial Services,Banks-Regional,The Karnataka Bank Limited,0.914196
KUANTUM,Basic Materials,Paper & Paper Products,Kuantum Papers Limited,0.9695779999999999
KWALITY,Consumer Defensive,Packaged Foods,kwality limited,1.684477
L&TFH,Financial Services,Credit Services,L&T Finance Holdings Limited,1.2542900000000001
